Data from blue spectrum_FLMS025871_15-55-33-346.txt Node
Date: Fri Nov 05 15:55:33 GMT 2021
User: php21ajb
Spectrometer: FLMS02587
Trigger mode: 0
Integration Time (sec): 2.000000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
339.619	-75.08
340	-75.08
340.381	-75.08
340.762	-104.87
341.143	-184.3
341.524	-37.85
341.904	-99.9
342.285	-99.9
342.666	-117.28
343.046	-22.96
343.427	-77.57
343.807	-0.62
344.188	9.31
344.568	-67.64
344.949	4.34
345.329	16.75
345.71	39.09
346.09	68.88
346.47	125.97
346.85	130.93
347.23	128.45
347.611	148.31
347.991	173.13
348.371	188.02
348.751	185.54
349.131	237.66
349.511	262.48
349.891	269.93
350.27	202.91
350.65	252.55
351.03	277.38
351.41	294.75
351.79	240.14
352.169	279.86
352.549	255.04
352.928	317.09
353.308	312.12
353.687	384.11
354.067	349.36
354.446	381.62
354.826	346.87
355.205	359.28
355.584	396.52
355.964	324.54
356.343	304.68
356.722	386.59
357.101	364.25
357.48	312.12
357.859	331.98
358.238	381.62
358.617	282.34
358.996	277.38
359.375	408.93
359.754	339.43
360.133	324.54
360.512	319.57
360.891	366.73
361.269	349.36
361.648	334.46
362.027	406.44
362.405	349.36
362.784	277.38
363.162	354.32
363.541	267.45
363.919	322.05
364.298	354.32
364.676	451.12
365.054	307.16
365.433	366.73
365.811	220.29
366.189	292.27
366.567	359.28
366.945	366.73
367.323	371.7
367.701	364.25
368.079	384.11
368.457	304.68
368.835	277.38
369.213	339.43
369.591	252.55
369.969	272.41
370.346	277.38
370.724	356.8
371.102	334.46
371.479	314.61
371.857	359.28
372.235	391.55
372.612	327.02
372.99	341.91
373.367	341.91
373.744	334.46
374.122	334.46
374.499	322.05
374.876	319.57
375.254	389.07
375.631	287.3
376.008	312.12
376.385	423.82
376.762	349.36
377.139	324.54
377.516	371.7
377.893	319.57
378.27	391.55
378.647	319.57
379.024	351.84
379.4	329.5
379.777	294.75
380.154	369.21
380.53	349.36
380.907	314.61
381.284	394.03
381.66	317.09
382.037	304.68
382.413	279.86
382.79	356.8
383.166	302.2
383.542	252.55
383.919	232.7
384.295	344.39
384.671	272.41
385.047	289.79
385.423	250.07
385.799	339.43
386.176	327.02
386.552	399
386.928	354.32
387.303	354.32
387.679	274.89
388.055	331.98
388.431	354.32
388.807	287.3
389.183	287.3
389.558	292.27
389.934	349.36
390.309	297.23
390.685	341.91
391.061	416.37
391.436	329.5
391.811	284.82
392.187	292.27
392.562	279.86
392.938	426.3
393.313	423.82
393.688	341.91
394.063	354.32
394.438	389.07
394.814	356.8
395.189	371.7
395.564	324.54
395.939	341.91
396.314	339.43
396.689	297.23
397.063	324.54
397.438	262.48
397.813	399
398.188	379.14
398.563	396.52
398.937	307.16
399.312	349.36
399.686	389.07
400.061	329.5
400.435	292.27
400.81	356.8
401.184	374.18
401.559	389.07
401.933	384.11
402.307	245.11
402.682	391.55
403.056	411.41
403.43	369.21
403.804	411.41
404.178	361.77
404.552	413.89
404.926	274.89
405.3	339.43
405.674	413.89
406.048	349.36
406.422	312.12
406.796	361.77
407.169	339.43
407.543	456.09
407.917	359.28
408.291	428.78
408.664	354.32
409.038	418.86
409.411	282.34
409.785	314.61
410.158	384.11
410.531	386.59
410.905	384.11
411.278	369.21
411.651	351.84
412.025	346.87
412.398	396.52
412.771	302.2
413.144	379.14
413.517	374.18
413.89	495.8
414.263	322.05
414.636	334.46
415.009	359.28
415.382	376.66
415.755	341.91
416.127	364.25
416.5	336.95
416.873	403.96
417.245	416.37
417.618	473.46
417.991	376.66
418.363	401.48
418.736	371.7
419.108	426.3
419.48	302.2
419.853	331.98
420.225	324.54
420.597	349.36
420.97	406.44
421.342	408.93
421.714	374.18
422.086	371.7
422.458	473.46
422.83	406.44
423.202	369.21
423.574	351.84
423.946	408.93
424.318	431.27
424.69	426.3
425.061	488.35
425.433	453.6
425.805	433.75
426.177	443.68
426.548	461.05
426.92	488.35
427.291	535.51
427.663	585.16
428.034	545.44
428.406	572.75
428.777	562.82
429.148	590.12
429.519	619.91
429.891	600.05
430.262	530.55
430.633	600.05
431.004	533.03
431.375	602.53
431.746	577.71
432.117	676.99
432.488	791.17
432.859	748.97
433.23	734.08
433.601	726.64
433.971	830.88
434.342	828.4
434.713	945.06
435.083	907.83
435.454	1039.38
435.825	887.97
436.195	925.2
436.566	989.74
436.936	1039.38
437.306	1056.76
437.677	1103.92
438.047	1163.49
438.417	1141.15
438.788	1230.5
439.158	1252.84
439.528	1302.48
439.898	1367.02
440.268	1364.54
440.638	1548.21
441.008	1486.16
441.378	1640.05
441.748	1672.32
442.118	1729.41
442.487	1841.1
442.857	1746.78
443.227	1898.19
443.597	1927.97
443.966	2111.65
444.336	2111.65
444.705	2213.42
445.075	2265.54
445.444	2349.93
445.814	2585.73
446.183	2635.37
446.552	2824.01
446.922	2791.75
447.291	3037.48
447.66	3178.96
448.029	3213.7
448.398	3412.27
448.768	3655.52
449.137	3653.04
449.506	3809.41
449.875	4005.5
450.243	3936
450.612	4246.26
450.981	4323.21
451.35	4715.38
451.719	4901.54
452.087	4871.75
452.456	5137.34
452.825	5392.99
453.193	5584.11
453.562	5757.86
453.93	6110.32
454.299	6092.95
454.667	6356.05
455.035	6817.72
455.404	6765.6
455.772	6946.79
456.14	7033.66
456.508	7284.36
456.877	7396.05
457.245	7423.35
457.613	7515.19
457.981	7661.64
458.349	7907.36
458.717	7723.69
459.085	7743.54
459.452	7877.58
459.82	7604.55
460.188	7696.38
460.556	7897.44
460.923	7639.3
461.291	7557.39
461.659	7420.87
462.026	7274.43
462.394	7170.18
462.761	7199.96
463.128	6931.9
463.496	6574.47
463.863	6567.03
464.23	6435.48
464.598	6117.77
464.965	6003.59
465.332	5839.77
